,tag,count,class,tsne_0,tsne_1,tsne_2,cName,colour_class,rank,size_objs,alpha_val
24,node.js,216425,Stack Overflow,2.40892,-78.64013,21.280096,Computer Science,#2c6fbb,20,1.1555555555555557,0.9644444444444444
25,ruby,192892,Stack Overflow,-28.329046,61.2742,61.10665,Computer Science,#2c6fbb,21,1.1533333333333333,0.9626666666666668
26,swift,184628,Stack Overflow,76.286446,26.095722,-72.302376,Computer Science,#2c6fbb,22,1.1511111111111112,0.9608888888888889
27,regex,184507,Stack Overflow,-23.268836999999998,-6.3545904,17.524935,Computer Science,#2c6fbb,23,1.1488888888888888,0.9591111111111112
28,ajax,184181,Stack Overflow,35.395977,93.21309000000001,-9.431966000000001,Computer Science,#2c6fbb,24,1.1466666666666667,0.9573333333333334
29,xml,170246,Stack Overflow,-30.914928000000003,147.93443,71.82301,Computer Science,#2c6fbb,25,1.1444444444444444,0.9555555555555555
31,django,165019,Stack Overflow,-19.76407,55.29391999999999,247.39413,Computer Science,#2c6fbb,26,1.1422222222222222,0.9537777777777778
32,linux,161297,Stack Overflow,17.029314000000003,140.23897,-17.249746,Computer Science,#2c6fbb,27,1.14,0.9520000000000002
33,database,141042,Stack Overflow,74.81204,-43.531525,50.067215000000004,Computer Science,#2c6fbb,28,1.1377777777777778,0.9502222222222223
34,excel,141009,Stack Overflow,-6.1823334999999995,-89.26199,-66.23911,Computer Science,#2c6fbb,29,1.1355555555555557,0.9484444444444444
35,wpf,138922,Stack Overflow,51.009009999999996,-64.60600000000001,-10.342839,Computer Science,#2c6fbb,30,1.1333333333333333,0.9466666666666668
36,wordpress,129424,Stack Overflow,4.1312776,-13.110693,280.42065,Computer Science,#2c6fbb,31,1.1311111111111112,0.9448888888888891
37,spring,128596,Stack Overflow,-78.20779399999999,70.75139,134.34683,Computer Science,#2c6fbb,32,1.1288888888888888,0.9431111111111112
38,string,124529,Stack Overflow,-158.45573000000002,-24.358207999999998,4.386814599999999,Computer Science,#2c6fbb,33,1.1266666666666667,0.9413333333333334
39,xcode,122461,Stack Overflow,47.74035,-48.142720000000004,-111.30639,Computer Science,#2c6fbb,34,1.1244444444444444,0.9395555555555557
40,windows,118498,Stack Overflow,-61.30220799999999,122.29822,53.25010699999999,Computer Science,#2c6fbb,35,1.1222222222222222,0.9377777777777778
41,vb.net,116596,Stack Overflow,36.096745,-26.178127,33.48999,Computer Science,#2c6fbb,36,1.12,0.9360000000000002
42,eclipse,111693,Stack Overflow,-97.492775,129.65582,-41.500479999999996,Computer Science,#2c6fbb,37,1.1177777777777778,0.9342222222222223
43,html5,111334,Stack Overflow,-22.845623,105.06200000000001,-16.92454,Computer Science,#2c6fbb,38,1.1155555555555556,0.9324444444444444
44,multithreading,106158,Stack Overflow,-71.23168000000001,77.70124,5.2935360000000005,Computer Science,#2c6fbb,39,1.1133333333333333,0.9306666666666668
45,angular,100527,Stack Overflow,-66.14041999999999,96.65543000000001,-61.595493000000005,Computer Science,#2c6fbb,40,1.1111111111111112,0.9288888888888889
46,bash,96709,Stack Overflow,43.769,-118.57824,-6.5198792999999995,Computer Science,#2c6fbb,41,1.1088888888888888,0.9271111111111112
47,git,96537,Stack Overflow,56.233996999999995,-138.84555,-45.350796,Computer Science,#2c6fbb,42,1.1066666666666667,0.9253333333333333
48,mongodb,95823,Stack Overflow,-50.654404,74.35828000000001,28.318716,Computer Science,#2c6fbb,43,1.1044444444444446,0.9235555555555557
49,vba,95624,Stack Overflow,-30.214674,-79.95684,-63.595066,Computer Science,#2c6fbb,44,1.1022222222222222,0.9217777777777778
50,oracle,94711,Stack Overflow,78.86551999999999,129.58012,34.541940000000004,Computer Science,#2c6fbb,45,1.1,0.9199999999999999
53,forms,87790,Stack Overflow,-32.30202,23.897701,-106.35665,Computer Science,#2c6fbb,46,1.0977777777777777,0.9182222222222223
54,image,86564,Stack Overflow,-86.779945,90.63701999999999,71.35605,Computer Science,#2c6fbb,47,1.0955555555555556,0.9164444444444446
55,macos,84079,Stack Overflow,-54.929214,43.588863,54.176964,Computer Science,#2c6fbb,48,1.0933333333333333,0.9146666666666667
56,algorithm,83030,Stack Overflow,112.16243,50.606514000000004,26.946856,Computer Science,#2c6fbb,49,1.0911111111111111,0.9128888888888889
58,facebook,81831,Stack Overflow,82.38367,40.922955,67.37178,Computer Science,#2c6fbb,50,1.0888888888888888,0.9111111111111112
59,postgresql,81640,Stack Overflow,78.933426,-44.556705,109.49951000000001,Computer Science,#2c6fbb,51,1.0866666666666667,0.9093333333333335
61,winforms,78825,Stack Overflow,70.45184,132.22409,-37.008957,Computer Science,#2c6fbb,52,1.0844444444444445,0.9075555555555557
62,apache,78819,Stack Overflow,3.3965974,83.91534,39.54007,Computer Science,#2c6fbb,53,1.0822222222222222,0.9057777777777778
63,matlab,77620,Stack Overflow,-4.3895288,88.47991999999999,78.524635,Computer Science,#2c6fbb,54,1.08,0.9040000000000001
65,scala,76630,Stack Overflow,-24.131505999999998,-119.96471000000001,2.0941286,Computer Science,#2c6fbb,55,1.0777777777777777,0.9022222222222223
66,performance,75567,Stack Overflow,-84.36609,-3.8178769999999997,-50.914455,Computer Science,#2c6fbb,56,1.0755555555555556,0.9004444444444446
68,excel-vba,74273,Stack Overflow,-6.214305,2.212857,48.851906,Computer Science,#2c6fbb,57,1.0733333333333333,0.8986666666666667
69,list,73745,Stack Overflow,150.16566,59.404015,48.85933,Computer Science,#2c6fbb,58,1.0711111111111111,0.8968888888888888
71,css3,71831,Stack Overflow,116.05743000000001,-53.70292,34.062283,Computer Science,#2c6fbb,59,1.068888888888889,0.8951111111111112
72,hibernate,69873,Stack Overflow,18.939938,-132.61415,50.176563,Computer Science,#2c6fbb,60,1.0666666666666667,0.8933333333333333
73,swing,69635,Stack Overflow,-5.021949299999999,22.787142000000003,15.0174,Computer Science,#2c6fbb,61,1.0644444444444445,0.8915555555555557
74,linq,68578,Stack Overflow,31.053083,-136.70981,-37.919994,Computer Science,#2c6fbb,62,1.0622222222222222,0.8897777777777778
75,qt,64321,Stack Overflow,-129.5515,-71.79212,-63.40460600000001,Computer Science,#2c6fbb,63,1.06,0.8880000000000001
76,function,64164,Stack Overflow,47.848633,32.487697999999995,-49.95268,Computer Science,#2c6fbb,64,1.0577777777777777,0.8862222222222222
77,pandas,63644,Stack Overflow,-104.04744000000001,94.03327,-77.40186,Computer Science,#2c6fbb,65,1.0555555555555556,0.8844444444444444
78,shell,62330,Stack Overflow,-66.05225,101.00939,-100.09063,Computer Science,#2c6fbb,66,1.0533333333333335,0.8826666666666667
79,rest,61935,Stack Overflow,-95.05187,-36.402805,-73.3761,Computer Science,#2c6fbb,67,1.051111111111111,0.880888888888889
81,sqlite,60133,Stack Overflow,-27.312582,75.43375999999999,13.813204999999998,Computer Science,#2c6fbb,68,1.048888888888889,0.8791111111111112
82,maven,59621,Stack Overflow,23.7346,-34.3327,-8.120251,Computer Science,#2c6fbb,69,1.0466666666666666,0.8773333333333333
83,api,59348,Stack Overflow,10.543092,81.35591,5.397303599999999,Computer Science,#2c6fbb,70,1.0444444444444445,0.8755555555555556
84,perl,58939,Stack Overflow,-24.185863,90.24247,49.312915999999994,Computer Science,#2c6fbb,71,1.0422222222222222,0.8737777777777778
86,web-services,57875,Stack Overflow,-35.461918,117.654816,35.923836,Computer Science,#2c6fbb,72,1.04,0.8720000000000001
87,file,57654,Stack Overflow,53.734028,-143.26389,27.612773999999998,Computer Science,#2c6fbb,73,1.0377777777777777,0.8702222222222222
88,google-maps,56228,Stack Overflow,-53.399708,-93.57477,-0.86102027,Computer Science,#2c6fbb,74,1.0355555555555556,0.8684444444444446
91,cordova,55829,Stack Overflow,-45.55194,-3.8145964,-77.86973,Computer Science,#2c6fbb,75,1.0333333333333334,0.8666666666666667
92,symfony,55777,Stack Overflow,116.43173999999999,-33.245773,-107.80017,Computer Science,#2c6fbb,76,1.031111111111111,0.8648888888888888
96,loops,53424,Stack Overflow,93.25244,15.524485,45.947945000000004,Computer Science,#2c6fbb,77,1.028888888888889,0.8631111111111112
97,azure,53378,Stack Overflow,31.206017,38.937363,-113.737816,Computer Science,#2c6fbb,78,1.0266666666666666,0.8613333333333333
98,class,53131,Stack Overflow,35.909653000000006,-4.730207,7.7473598,Computer Science,#2c6fbb,79,1.0244444444444445,0.8595555555555556
99,csv,53062,Stack Overflow,71.713394,-80.07177,53.784355000000005,Computer Science,#2c6fbb,80,1.0222222222222221,0.8577777777777778
100,validation,52353,Stack Overflow,-0.71497524,155.61014,43.197918,Computer Science,#2c6fbb,81,1.02,0.8560000000000001
102,sockets,51618,Stack Overflow,13.184531,103.35383,-83.97818000000001,Computer Science,#2c6fbb,82,1.017777777777778,0.8542222222222222
104,sorting,50425,Stack Overflow,-31.287391999999997,20.883064,-6.3939347,Computer Science,#2c6fbb,83,1.0155555555555555,0.8524444444444446
107,selenium,49427,Stack Overflow,61.120580000000004,10.386669,-138.20938,Computer Science,#2c6fbb,84,1.0133333333333334,0.8506666666666667
109,typescript,48869,Stack Overflow,-17.1796,15.650276999999999,97.91213,Computer Science,#2c6fbb,85,1.011111111111111,0.8488888888888888
110,wcf,48317,Stack Overflow,-54.902,-123.8807,-24.693981,Computer Science,#2c6fbb,86,1.008888888888889,0.8471111111111111
112,email,47305,Stack Overflow,-104.81378000000001,9.473218,-84.34186,Computer Science,#2c6fbb,87,1.0066666666666666,0.8453333333333335
113,jsp,47267,Stack Overflow,15.147688,-29.075703000000004,94.78318,Computer Science,#2c6fbb,88,1.0044444444444445,0.8435555555555556
114,http,46851,Stack Overflow,16.632217,138.19775,18.919315,Computer Science,#2c6fbb,89,1.0022222222222221,0.8417777777777777
121,security,44117,Stack Overflow,33.38193,-25.287561,-90.62498000000001,Computer Science,#2c6fbb,90,1.0,0.8400000000000001
122,oop,43958,Stack Overflow,53.443546,38.65664,1.8166706999999997,Computer Science,#2c6fbb,91,0.9977777777777779,0.8382222222222222
123,opencv,43184,Stack Overflow,-17.389116,72.294464,149.6868,Computer Science,#2c6fbb,92,0.9955555555555555,0.8364444444444445
124,parsing,42705,Stack Overflow,118.18688,-103.86248,-5.153344000000001,Computer Science,#2c6fbb,93,0.9933333333333334,0.8346666666666667
125,c++11,42413,Stack Overflow,-57.540417000000005,43.064198,-5.3957057,Computer Science,#2c6fbb,94,0.991111111111111,0.832888888888889
126,user-interface,42331,Stack Overflow,67.329155,78.796745,54.433783999999996,Computer Science,#2c6fbb,95,0.9888888888888889,0.8311111111111111
127,datetime,42330,Stack Overflow,-59.62445,-93.591515,28.38375,Computer Science,#2c6fbb,96,0.9866666666666666,0.8293333333333333
129,delphi,41117,Stack Overflow,-9.563472,38.979366,-53.540287,Computer Science,#2c6fbb,97,0.9844444444444445,0.8275555555555556
133,express,40309,Stack Overflow,-67.11098,-91.984566,-36.314953,Computer Science,#2c6fbb,98,0.9822222222222223,0.8257777777777779
134,ubuntu,39972,Stack Overflow,-111.44726000000001,18.614539999999998,69.77117,Computer Science,#2c6fbb,99,0.98,0.8240000000000001
135,templates,39165,Stack Overflow,15.752939999999999,59.629985999999995,94.570465,Computer Science,#2c6fbb,100,0.9777777777777779,0.8222222222222222
136,pointers,39104,Stack Overflow,-17.581226,53.777737,94.05615999999999,Computer Science,#2c6fbb,101,0.9755555555555555,0.8204444444444445
138,object,38565,Stack Overflow,-75.17201,104.13739,93.54762,Computer Science,#2c6fbb,102,0.9733333333333334,0.8186666666666667
139,debugging,38511,Stack Overflow,35.345432,84.60117,50.31921,Computer Science,#2c6fbb,103,0.971111111111111,0.816888888888889
140,dictionary,38346,Stack Overflow,40.65782,105.80264,107.06788999999999,Computer Science,#2c6fbb,104,0.9688888888888889,0.8151111111111111
141,variables,38244,Stack Overflow,-83.375694,21.275002999999998,19.00863,Computer Science,#2c6fbb,105,0.9666666666666668,0.8133333333333332
142,session,38120,Stack Overflow,-77.70791,24.326535999999997,70.573784,Computer Science,#2c6fbb,106,0.9644444444444444,0.8115555555555556
144,unix,37845,Stack Overflow,82.85538000000001,-90.825645,69.878136,Computer Science,#2c6fbb,107,0.9622222222222223,0.8097777777777779
145,ms-access,37577,Stack Overflow,-12.93437,-53.49867,-45.012035,Computer Science,#2c6fbb,108,0.96,0.808
146,cocoa,37349,Stack Overflow,14.793083,-58.466553000000005,-121.609825,Computer Science,#2c6fbb,109,0.9577777777777778,0.8062222222222222
147,hadoop,37277,Stack Overflow,-117.41139,-39.945095,-1.1735021,Computer Science,#2c6fbb,110,0.9555555555555555,0.8044444444444445
152,haskell,36332,Stack Overflow,-74.769104,-15.943584,-95.72796,Computer Science,#2c6fbb,111,0.9533333333333334,0.8026666666666666
155,authentication,35684,Stack Overflow,15.067442000000002,89.95636999999999,-35.980346999999995,Computer Science,#2c6fbb,112,0.951111111111111,0.800888888888889
156,pdf,35678,Stack Overflow,79.02204,118.289024,-2.3440418,Computer Science,#2c6fbb,113,0.9488888888888889,0.7991111111111111
157,tomcat,35615,Stack Overflow,-194.5644,-195.0321,17.25356,Computer Science,#2c6fbb,114,0.9466666666666668,0.7973333333333334
159,docker,35417,Stack Overflow,50.571606,19.364975,-93.63977,Computer Science,#2c6fbb,115,0.9444444444444444,0.7955555555555556
160,flash,35261,Stack Overflow,-95.52337,114.70872,33.384693,Computer Science,#2c6fbb,116,0.9422222222222223,0.7937777777777777
161,ssl,34433,Stack Overflow,-4.5077567,82.10394000000001,-23.372097,Computer Science,#2c6fbb,117,0.94,0.792
162,ipad,34324,Stack Overflow,153.75586,-16.41583,26.034357,Computer Science,#2c6fbb,118,0.9377777777777778,0.7902222222222224
164,jpa,33577,Stack Overflow,-48.25731,14.324813,20.944315,Computer Science,#2c6fbb,119,0.9355555555555555,0.7884444444444445
165,generics,33474,Stack Overflow,-66.579575,-40.161235999999995,13.423816,Computer Science,#2c6fbb,120,0.9333333333333333,0.7866666666666666
166,jsf,33297,Stack Overflow,-160.57616000000002,0.25902084,37.01162,Computer Science,#2c6fbb,121,0.9311111111111112,0.784888888888889
167,url,33225,Stack Overflow,-10.651624,114.6399,15.987870000000001,Computer Science,#2c6fbb,122,0.9288888888888889,0.7831111111111111
168,animation,33166,Stack Overflow,70.89046,70.06749,-3.5593545,Computer Science,#2c6fbb,123,0.9266666666666667,0.7813333333333334
170,firefox,32486,Stack Overflow,-64.66936,120.31338000000001,9.863477,Computer Science,#2c6fbb,124,0.9244444444444444,0.7795555555555556
172,redirect,32184,Stack Overflow,-41.884018,-62.167114,-34.430541999999996,Computer Science,#2c6fbb,125,0.9222222222222223,0.7777777777777777
173,curl,31410,Stack Overflow,53.386726,-190.7767,96.67560999999999,Computer Science,#2c6fbb,126,0.9199999999999999,0.776
175,unity3d,31113,Stack Overflow,-74.183014,68.076126,-31.284522999999997,Computer Science,#2c6fbb,127,0.9177777777777778,0.7742222222222224
177,asynchronous,30950,Stack Overflow,4.49029,135.69583,-89.14798,Computer Science,#2c6fbb,128,0.9155555555555555,0.7724444444444445
178,inheritance,30859,Stack Overflow,-78.83218000000001,63.338480000000004,-81.18719,Computer Science,#2c6fbb,129,0.9133333333333333,0.7706666666666666
180,exception,30492,Stack Overflow,-82.338974,-77.53065500000001,86.45228,Computer Science,#2c6fbb,130,0.9111111111111112,0.768888888888889
181,testing,30456,Stack Overflow,111.9279,16.758434,17.129246,Computer Science,#2c6fbb,131,0.9088888888888889,0.7671111111111111
182,events,30167,Stack Overflow,115.73223999999999,-17.600866,110.62863999999999,Computer Science,#2c6fbb,132,0.9066666666666667,0.7653333333333334
183,opengl,30165,Stack Overflow,65.72993000000001,30.149696000000002,99.35361999999999,Computer Science,#2c6fbb,133,0.9044444444444444,0.7635555555555555
184,xslt,29978,Stack Overflow,27.119197999999997,81.11189,82.28334,Computer Science,#2c6fbb,134,0.9022222222222223,0.7617777777777779
185,nginx,29962,Stack Overflow,-7.036005499999999,27.268690000000003,65.70806,Computer Science,#2c6fbb,135,0.8999999999999999,0.76
186,caching,29941,Stack Overflow,-69.786224,103.29485,-24.267229999999998,Computer Science,#2c6fbb,136,0.8977777777777778,0.7582222222222224
188,servlets,29673,Stack Overflow,-9.038916,54.522240000000004,30.892504,Computer Science,#2c6fbb,137,0.8955555555555557,0.7564444444444445
189,post,29664,Stack Overflow,62.934695999999995,-3.5510763999999995,40.093309999999995,Computer Science,#2c6fbb,138,0.8933333333333333,0.7546666666666668
190,math,29532,Stack Overflow,-133.94313,-22.9078,-35.06765,Computer Science,#2c6fbb,139,0.8911111111111112,0.7528888888888889
191,dom,29432,Stack Overflow,-40.947594,24.239732999999998,79.74677,Computer Science,#2c6fbb,140,0.8888888888888888,0.7511111111111111
194,iis,29341,Stack Overflow,-7.0599419999999995,131.20067,-44.342552000000005,Computer Science,#2c6fbb,141,0.8866666666666667,0.7493333333333334
195,select,29314,Stack Overflow,-73.94903599999999,-74.2353,-52.366141999999996,Computer Science,#2c6fbb,142,0.8844444444444444,0.7475555555555555
197,join,29173,Stack Overflow,72.635826,66.29809,129.73395,Computer Science,#2c6fbb,143,0.8822222222222222,0.7457777777777779
198,button,29122,Stack Overflow,35.179455,52.609825,138.59462,Computer Science,#2c6fbb,144,0.8800000000000001,0.744
200,recursion,29002,Stack Overflow,65.16073,26.494909999999997,-35.032509999999995,Computer Science,#2c6fbb,145,0.8777777777777778,0.7422222222222223
201,search,28800,Stack Overflow,72.85385,95.178764,-35.590626,Computer Science,#2c6fbb,146,0.8755555555555556,0.7404444444444445
202,gcc,28687,Stack Overflow,-76.98866,-129.68421999999998,-67.470345,Computer Science,#2c6fbb,147,0.8733333333333333,0.7386666666666666
203,go,28231,Stack Overflow,-66.16275999999999,-64.21608,-22.272919,Computer Science,#2c6fbb,148,0.8711111111111112,0.7368888888888889
206,jenkins,27847,Stack Overflow,13.192701000000001,25.79995,-53.767662,Computer Science,#2c6fbb,149,0.8688888888888888,0.735111111111111
0,macroeconomics,1238,Economics,-87.63718399999999,36.172478000000005,-24.110819,Economics,#fdaa48,150,0.8666666666666667,0.7333333333333334
1,microeconomics,1029,Economics,-77.83959,21.8872,-17.585466,Economics,#fdaa48,151,0.8644444444444443,0.7315555555555555
0,cognitive-psychology,925,Psychology & Neuroscience,105.89795,65.45133,62.988327000000005,Psychology & Neuroscience,#96f97b,152,0.8622222222222222,0.7297777777777779
1,social-psychology,581,Psychology & Neuroscience,-64.15595,2.4533548,116.25798,Psychology & Neuroscience,#96f97b,153,0.8600000000000001,0.728
2,neuroscience,534,Psychology & Neuroscience,-95.40375999999999,-8.7256565,94.48656,Psychology & Neuroscience,#96f97b,154,0.8577777777777778,0.7262222222222223
2,econometrics,456,Economics,44.827938,-4.912482,-24.95566,Economics,#fdaa48,155,0.8555555555555556,0.7244444444444444
3,cognitive-neuroscience,350,Psychology & Neuroscience,-3.609116,-60.461180000000006,45.20281,Psychology & Neuroscience,#96f97b,156,0.8533333333333333,0.7226666666666668
4,perception,347,Psychology & Neuroscience,-92.3709,-24.680885,131.79926,Psychology & Neuroscience,#96f97b,157,0.8511111111111112,0.7208888888888889
5,emotion,306,Psychology & Neuroscience,-63.879706999999996,-130.30602,73.40624,Psychology & Neuroscience,#96f97b,158,0.8488888888888888,0.7191111111111113
6,learning,292,Psychology & Neuroscience,-75.1269,-11.393066000000001,-2.1865895,Psychology & Neuroscience,#96f97b,159,0.8466666666666667,0.7173333333333334
5,game-theory,288,Economics,-34.80425,57.2046,-59.5786,Economics,#fdaa48,160,0.8444444444444446,0.7155555555555555
7,memory,278,Psychology & Neuroscience,19.497404,-49.83058,66.85143000000001,Psychology & Neuroscience,#96f97b,161,0.8422222222222222,0.7137777777777778
8,measurement,275,Psychology & Neuroscience,92.09289,98.61246,-74.903015,Psychology & Neuroscience,#96f97b,162,0.8400000000000001,0.712
10,personality,262,Psychology & Neuroscience,-37.328167,-125.08892,39.03788,Psychology & Neuroscience,#96f97b,163,0.8377777777777777,0.7102222222222223
6,utility,246,Economics,-2.6616056,20.942776000000002,-126.44528999999999,Economics,#fdaa48,164,0.8355555555555556,0.7084444444444444
12,terminology,218,Psychology & Neuroscience,68.57086,48.4518,33.46994,Psychology & Neuroscience,#96f97b,165,0.8333333333333333,0.7066666666666668
13,methodology,217,Psychology & Neuroscience,15.109643,52.190020000000004,57.263687,Psychology & Neuroscience,#96f97b,166,0.8311111111111111,0.7048888888888889
7,inflation,216,Economics,58.21238,-99.255165,-46.152355,Economics,#fdaa48,167,0.828888888888889,0.7031111111111112
8,supply-and-demand,215,Economics,-70.27382,20.928825,-101.63856,Economics,#fdaa48,168,0.8266666666666667,0.7013333333333334
16,vision,199,Psychology & Neuroscience,-55.237427000000004,77.344604,70.46087,Psychology & Neuroscience,#96f97b,169,0.8244444444444445,0.6995555555555556
10,gdp,192,Economics,60.788019999999996,-105.99721000000001,-72.75394,Economics,#fdaa48,170,0.8222222222222222,0.6977777777777778
11,consumer-theory,187,Economics,30.944952,-84.56081999999999,-0.6910444,Economics,#fdaa48,171,0.8200000000000001,0.6960000000000001
12,finance,181,Economics,119.54614,113.61415,3.433092,Economics,#fdaa48,172,0.8177777777777777,0.6942222222222223
17,intelligence,180,Psychology & Neuroscience,-64.57178,49.725390000000004,-138.91028,Psychology & Neuroscience,#96f97b,173,0.8155555555555556,0.6924444444444445
13,currency,179,Economics,-78.30481999999999,-84.09187,-88.57942,Economics,#fdaa48,174,0.8133333333333332,0.6906666666666668
14,monetary-policy,178,Economics,20.620625,-94.42987,-40.665397999999996,Economics,#fdaa48,175,0.8111111111111111,0.6888888888888889
16,economic-growth,170,Economics,-21.55135,-96.360886,-33.808395000000004,Economics,#fdaa48,176,0.808888888888889,0.6871111111111112
15,interest-rate,170,Economics,26.783079999999998,-22.558687,165.79886000000002,Economics,#fdaa48,177,0.8066666666666666,0.6853333333333333
19,motivation,160,Psychology & Neuroscience,-131.31316999999999,70.45485,63.817280000000004,Psychology & Neuroscience,#96f97b,178,0.8044444444444445,0.6835555555555557
17,international-trade,158,Economics,3.9760902000000002,-76.165276,-12.46067,Economics,#fdaa48,179,0.8022222222222222,0.6817777777777778
19,elasticity,130,Economics,-31.006709999999998,-55.059943999999994,-142.99197,Economics,#fdaa48,180,0.8,0.6799999999999999
20,taxation,127,Economics,-4.146311,-94.740685,-126.06126,Economics,#fdaa48,181,0.7977777777777777,0.6782222222222223
21,stock-market,124,Economics,-26.524332,143.29396,1.7607154999999999,Economics,#fdaa48,182,0.7955555555555556,0.6764444444444444
22,banking,123,Economics,145.64113999999998,39.86534,-46.545815000000005,Economics,#fdaa48,183,0.7933333333333334,0.6746666666666667
24,money-supply,120,Economics,39.415615,89.79948399999999,-59.364025,Economics,#fdaa48,184,0.7911111111111111,0.6728888888888889
22,eeg,119,Psychology & Neuroscience,13.988716,1.9420271,101.24534,Psychology & Neuroscience,#96f97b,185,0.788888888888889,0.6711111111111111
25,preferences,119,Economics,-95.83185,-46.60884,27.273809999999997,Economics,#fdaa48,186,0.7866666666666666,0.6693333333333333
23,decision-making,116,Psychology & Neuroscience,7.549707400000001,55.240875,-38.169140000000006,Psychology & Neuroscience,#96f97b,187,0.7844444444444445,0.6675555555555556
26,production-function,113,Economics,-103.54948,50.6268,3.3579412000000004,Economics,#fdaa48,188,0.7822222222222222,0.6657777777777778
24,sleep,113,Psychology & Neuroscience,-149.8606,-49.276188,37.893143,Psychology & Neuroscience,#96f97b,189,0.78,0.664
25,consciousness,113,Psychology & Neuroscience,-26.06869,78.262215,-131.53118999999998,Psychology & Neuroscience,#96f97b,190,0.7777777777777777,0.6622222222222223
26,clinical-psychology,112,Psychology & Neuroscience,-53.94992,-30.024862,-26.902864,Psychology & Neuroscience,#96f97b,191,0.7755555555555556,0.6604444444444445
27,bias,111,Psychology & Neuroscience,-16.560776,8.238749499999999,-72.89094,Psychology & Neuroscience,#96f97b,192,0.7733333333333334,0.6586666666666667
28,neural-network,110,Psychology & Neuroscience,69.9511,-18.433453,-117.68621,Psychology & Neuroscience,#96f97b,193,0.7711111111111111,0.656888888888889
29,language,107,Psychology & Neuroscience,56.673668000000006,110.5282,75.57751999999999,Psychology & Neuroscience,#96f97b,194,0.768888888888889,0.6551111111111112
30,statistics,104,Psychology & Neuroscience,57.333794,155.71802,13.242018,Psychology & Neuroscience,#96f97b,195,0.7666666666666666,0.6533333333333333
28,general-equilibrium,104,Economics,15.458476999999998,-119.803345,14.772510999999998,Economics,#fdaa48,196,0.7644444444444445,0.6515555555555557
31,test,101,Psychology & Neuroscience,90.65078000000001,12.592996000000001,15.680444,Psychology & Neuroscience,#96f97b,197,0.7622222222222221,0.6497777777777778
29,statistics,97,Economics,-78.004745,-72.99717,10.143871,Economics,#fdaa48,198,0.76,0.6480000000000001
32,dreams,96,Psychology & Neuroscience,-125.11356,58.151669999999996,-48.712353,Psychology & Neuroscience,#96f97b,199,0.7577777777777779,0.6462222222222223
33,performance,94,Psychology & Neuroscience,-33.576694,43.487602,-26.683190999999997,Psychology & Neuroscience,#96f97b,200,0.7555555555555555,0.6444444444444444
