,tag,count,class,tsne_0,tsne_1,cName,colour_class,rank,size_objs,alpha_val
27,bias,111,Psychology & Neuroscience,-7.167320699999999,-1.6597502,Psychology & Neuroscience,green,20,1.9324324324324325,0.945945945945946
28,neural-network,110,Psychology & Neuroscience,8.719096,1.4346478999999999,Psychology & Neuroscience,green,21,1.929054054054054,0.9432432432432432
29,language,107,Psychology & Neuroscience,-16.184198000000002,-2.345584,Psychology & Neuroscience,green,22,1.9256756756756757,0.9405405405405407
30,statistics,104,Psychology & Neuroscience,0.2827072,-5.7743225,Psychology & Neuroscience,green,23,1.9222972972972974,0.9378378378378378
31,test,101,Psychology & Neuroscience,12.634534,1.3490295,Psychology & Neuroscience,green,24,1.9189189189189189,0.9351351351351351
32,dreams,96,Psychology & Neuroscience,-7.283352000000001,3.4527183,Psychology & Neuroscience,green,25,1.9155405405405406,0.9324324324324325
33,performance,94,Psychology & Neuroscience,3.6078882000000005,7.022479,Psychology & Neuroscience,green,26,1.9121621621621623,0.9297297297297298
34,neurophysiology,92,Psychology & Neuroscience,5.066445,-9.357714,Psychology & Neuroscience,green,27,1.9087837837837838,0.9270270270270271
35,psychiatry,86,Psychology & Neuroscience,4.1110387,-13.712778,Psychology & Neuroscience,green,28,1.9054054054054053,0.9243243243243244
36,neuroimaging,81,Psychology & Neuroscience,6.737294,-9.699917,Psychology & Neuroscience,green,29,1.902027027027027,0.9216216216216218
38,psychology,78,Psychology & Neuroscience,-1.6548692999999999,14.047120999999999,Psychology & Neuroscience,green,30,1.8986486486486487,0.9189189189189189
41,attention,75,Psychology & Neuroscience,-15.892992999999999,6.0823693,Psychology & Neuroscience,green,31,1.8952702702702702,0.9162162162162162
42,sexuality,74,Psychology & Neuroscience,-5.18432,8.01639,Psychology & Neuroscience,green,32,1.8918918918918919,0.9135135135135135
43,depression,72,Psychology & Neuroscience,10.946487,-11.40064,Psychology & Neuroscience,green,33,1.8885135135135136,0.9108108108108108
45,neuroanatomy,67,Psychology & Neuroscience,5.190265,-9.145261999999999,Psychology & Neuroscience,green,34,1.885135135135135,0.9081081081081082
44,behaviorism,67,Psychology & Neuroscience,-3.9443447999999997,12.698209,Psychology & Neuroscience,green,35,1.8817567567567568,0.9054054054054055
46,sensation,65,Psychology & Neuroscience,3.7024480000000004,12.424576,Psychology & Neuroscience,green,36,1.8783783783783785,0.9027027027027028
47,behavior,63,Psychology & Neuroscience,-8.658211999999999,11.029149,Psychology & Neuroscience,green,37,1.875,0.9000000000000001
48,evolution,63,Psychology & Neuroscience,6.527537000000001,1.9459862,Psychology & Neuroscience,green,38,1.8716216216216215,0.8972972972972972
49,fmri,57,Psychology & Neuroscience,8.0767355,-7.8412833,Psychology & Neuroscience,green,39,1.8682432432432432,0.8945945945945948
50,physiology,57,Psychology & Neuroscience,4.247445,-9.90449,Psychology & Neuroscience,green,40,1.864864864864865,0.8918918918918919
51,motor,55,Psychology & Neuroscience,12.541231,5.1199694000000004,Psychology & Neuroscience,green,41,1.8614864864864864,0.8891891891891892
52,working-memory,53,Psychology & Neuroscience,-11.616023,-6.3689384,Psychology & Neuroscience,green,42,1.8581081081081081,0.8864864864864865
53,communication,53,Psychology & Neuroscience,10.289671,-3.9566220999999997,Psychology & Neuroscience,green,43,1.8547297297297298,0.8837837837837839
54,well-being,51,Psychology & Neuroscience,-10.999145500000001,3.2021474999999997,Psychology & Neuroscience,green,44,1.8513513513513513,0.8810810810810812
55,reading,50,Psychology & Neuroscience,-16.360113000000002,-1.4441772,Psychology & Neuroscience,green,45,1.847972972972973,0.8783783783783785
56,iq,50,Psychology & Neuroscience,-1.7463422999999998,9.558866499999999,Psychology & Neuroscience,green,46,1.8445945945945947,0.8756756756756756
57,animal-cognition,47,Psychology & Neuroscience,-1.207543,2.3017197,Psychology & Neuroscience,green,47,1.8412162162162162,0.8729729729729729
58,linguistics,47,Psychology & Neuroscience,7.620124000000001,-12.1552515,Psychology & Neuroscience,green,48,1.8378378378378377,0.8702702702702703
59,stress,47,Psychology & Neuroscience,-5.516403700000001,-9.479595,Psychology & Neuroscience,green,49,1.8344594594594594,0.8675675675675676
62,problem-solving,46,Psychology & Neuroscience,-15.019934,0.5534953,Psychology & Neuroscience,green,50,1.8310810810810811,0.8648648648648649
63,long-term-memory,46,Psychology & Neuroscience,3.2891483,-0.89537567,Psychology & Neuroscience,green,51,1.8277027027027026,0.8621621621621622
61,software,46,Psychology & Neuroscience,11.344192999999999,-1.0039696,Psychology & Neuroscience,green,52,1.8243243243243243,0.8594594594594596
60,brain-training,46,Psychology & Neuroscience,0.46248007,4.3440704000000006,Psychology & Neuroscience,green,53,1.820945945945946,0.8567567567567569
64,psychopharmacology,45,Psychology & Neuroscience,4.3478875,-13.012217999999999,Psychology & Neuroscience,green,54,1.8175675675675675,0.8540540540540542
66,psychophysics,42,Psychology & Neuroscience,3.8558774,-8.173028,Psychology & Neuroscience,green,55,1.814189189189189,0.8513513513513513
67,music,42,Psychology & Neuroscience,-10.346214999999999,-1.3409787,Psychology & Neuroscience,green,56,1.810810810810811,0.8486486486486486
68,artificial-intelligence,40,Psychology & Neuroscience,-3.1783662,2.4216042,Psychology & Neuroscience,green,57,1.8074324324324325,0.845945945945946
69,hearing,39,Psychology & Neuroscience,-15.064043,-4.1379776,Psychology & Neuroscience,green,58,1.804054054054054,0.8432432432432433
70,brain,39,Psychology & Neuroscience,13.798891000000001,8.988408,Psychology & Neuroscience,green,59,1.8006756756756757,0.8405405405405406
73,creativity,38,Psychology & Neuroscience,-13.738116,2.6512572999999997,Psychology & Neuroscience,green,60,1.7972972972972974,0.8378378378378379
72,neurology,38,Psychology & Neuroscience,4.309921,-13.177259,Psychology & Neuroscience,green,61,1.7939189189189189,0.835135135135135
71,conditioning,38,Psychology & Neuroscience,5.190780999999999,10.139581,Psychology & Neuroscience,green,62,1.7905405405405406,0.8324324324324326
75,data,36,Psychology & Neuroscience,0.078652166,-6.1786145999999995,Psychology & Neuroscience,green,63,1.7871621621621623,0.8297297297297297
76,addiction,36,Psychology & Neuroscience,-4.6599135,-2.6999638,Psychology & Neuroscience,green,64,1.7837837837837838,0.827027027027027
79,survey,35,Psychology & Neuroscience,-0.48439366,-14.305181,Psychology & Neuroscience,green,65,1.7804054054054053,0.8243243243243243
80,adhd,35,Psychology & Neuroscience,13.249891,-11.164011,Psychology & Neuroscience,green,66,1.777027027027027,0.8216216216216217
81,internet,35,Psychology & Neuroscience,8.820377,4.9817867,Psychology & Neuroscience,green,67,1.7736486486486487,0.818918918918919
82,color,35,Psychology & Neuroscience,4.268114,3.4320333,Psychology & Neuroscience,green,68,1.7702702702702702,0.8162162162162163
83,human-factors,34,Psychology & Neuroscience,-0.8245600000000001,4.985994,Psychology & Neuroscience,green,69,1.7668918918918919,0.8135135135135136
87,unconscious,33,Psychology & Neuroscience,-8.003947,2.8319066000000004,Psychology & Neuroscience,green,70,1.7635135135135136,0.810810810810811
86,reaction-time,33,Psychology & Neuroscience,11.6747055,1.3952018,Psychology & Neuroscience,green,71,1.760135135135135,0.8081081081081081
84,anxiety,33,Psychology & Neuroscience,-2.717829,-10.117122,Psychology & Neuroscience,green,72,1.7567567567567568,0.8054054054054054
85,electrophysiology,33,Psychology & Neuroscience,5.4986489999999995,-8.882181,Psychology & Neuroscience,green,73,1.7533783783783785,0.8027027027027027
88,eye-movement,32,Psychology & Neuroscience,-7.271847999999999,-3.696171,Psychology & Neuroscience,green,74,1.75,0.8
89,autism,30,Psychology & Neuroscience,13.500341,-11.217514,Psychology & Neuroscience,green,75,1.7466216216216215,0.7972972972972974
90,consumer-psychology,30,Psychology & Neuroscience,0.23889570000000004,2.9872444,Psychology & Neuroscience,green,76,1.7432432432432432,0.7945945945945947
91,sex-differences,29,Psychology & Neuroscience,-1.5143879999999998,-2.5903728,Psychology & Neuroscience,green,77,1.739864864864865,0.791891891891892
92,signal-detection,29,Psychology & Neuroscience,10.363101,1.5864543,Psychology & Neuroscience,green,78,1.7364864864864864,0.7891891891891891
93,schizophrenia,29,Psychology & Neuroscience,12.224537,-10.276758000000001,Psychology & Neuroscience,green,79,1.7331081081081081,0.7864864864864867
94,reinforcement-learning,29,Psychology & Neuroscience,7.279737,1.3759956,Psychology & Neuroscience,green,80,1.7297297297297298,0.7837837837837838
96,meditation,29,Psychology & Neuroscience,-8.029167,-12.167705,Psychology & Neuroscience,green,81,1.7263513513513513,0.7810810810810811
98,audition,28,Psychology & Neuroscience,7.055556299999999,8.431589,Psychology & Neuroscience,green,82,1.722972972972973,0.7783783783783784
99,fear,28,Psychology & Neuroscience,3.7063074,9.245295,Psychology & Neuroscience,green,83,1.7195945945945947,0.7756756756756757
100,genetics,28,Psychology & Neuroscience,4.8815203,-10.289346,Psychology & Neuroscience,green,84,1.7162162162162162,0.7729729729729731
101,time,28,Psychology & Neuroscience,0.13132489,-2.5783422000000003,Psychology & Neuroscience,green,85,1.7128378378378377,0.7702702702702704
102,pain,27,Psychology & Neuroscience,-5.680082,-10.061212,Psychology & Neuroscience,green,86,1.7094594594594594,0.7675675675675675
105,plasticity,26,Psychology & Neuroscience,11.790011,9.321744,Psychology & Neuroscience,green,87,1.7060810810810811,0.7648648648648648
104,language-processing,26,Psychology & Neuroscience,4.8463445,-0.39705154,Psychology & Neuroscience,green,88,1.7027027027027026,0.7621621621621621
103,economics,26,Psychology & Neuroscience,-2.5912647,15.454618,Psychology & Neuroscience,green,89,1.6993243243243243,0.7594594594594595
106,visualization,25,Psychology & Neuroscience,8.33273,2.9721563,Psychology & Neuroscience,green,90,1.695945945945946,0.7567567567567568
107,gender,25,Psychology & Neuroscience,-5.543667,1.3914831,Psychology & Neuroscience,green,91,1.6925675675675675,0.7540540540540541
108,health-psychology,25,Psychology & Neuroscience,-0.29266253,1.333685,Psychology & Neuroscience,green,92,1.689189189189189,0.7513513513513514
110,positive-psychology,25,Psychology & Neuroscience,-0.6094165,4.0186234,Psychology & Neuroscience,green,93,1.685810810810811,0.7486486486486488
111,rationality,24,Psychology & Neuroscience,-7.110198,6.514675,Psychology & Neuroscience,green,94,1.6824324324324325,0.7459459459459461
112,psychoanalysis,24,Psychology & Neuroscience,-3.8618162000000003,12.974609,Psychology & Neuroscience,green,95,1.679054054054054,0.7432432432432432
113,hypnosis,23,Psychology & Neuroscience,-7.7663865,-12.173111,Psychology & Neuroscience,green,96,1.6756756756756757,0.7405405405405405
114,speech,23,Psychology & Neuroscience,-15.060379000000001,-3.8759506,Psychology & Neuroscience,green,97,1.6722972972972974,0.7378378378378379
116,mood,23,Psychology & Neuroscience,-3.2082856,-10.769116,Psychology & Neuroscience,green,98,1.6689189189189189,0.7351351351351352
117,gamification,23,Psychology & Neuroscience,8.294522,4.366182,Psychology & Neuroscience,green,99,1.6655405405405406,0.7324324324324325
118,short-term-memory,23,Psychology & Neuroscience,2.8360142999999995,-0.5265688000000001,Psychology & Neuroscience,green,100,1.6621621621621623,0.7297297297297298
119,metacognition,22,Psychology & Neuroscience,-13.252189999999999,1.7638155,Psychology & Neuroscience,green,101,1.6587837837837838,0.7270270270270269
120,social-networks,22,Psychology & Neuroscience,0.802862,3.2172818,Psychology & Neuroscience,green,102,1.6554054054054053,0.7243243243243245
121,behavioral-economics,22,Psychology & Neuroscience,-2.4557450000000003,1.70016,Psychology & Neuroscience,green,103,1.652027027027027,0.7216216216216216
122,nef,22,Psychology & Neuroscience,0.7427954999999999,-4.055254,Psychology & Neuroscience,green,104,1.6486486486486487,0.7189189189189189
124,personality-disorder,21,Psychology & Neuroscience,1.8512915,3.6636800000000003,Psychology & Neuroscience,green,105,1.6452702702702702,0.7162162162162162
123,perceptual-learning,21,Psychology & Neuroscience,3.5625021,1.9102697,Psychology & Neuroscience,green,106,1.6418918918918919,0.7135135135135136
127,hci,20,Psychology & Neuroscience,7.707986999999999,4.5084105,Psychology & Neuroscience,green,107,1.6385135135135136,0.7108108108108109
128,hallucinations,20,Psychology & Neuroscience,-8.364956,-8.377213000000001,Psychology & Neuroscience,green,108,1.635135135135135,0.7081081081081082
129,signal-processing,20,Psychology & Neuroscience,7.0587729999999995,-0.6399689000000001,Psychology & Neuroscience,green,109,1.6317567567567568,0.7054054054054053
126,aesthetics,20,Psychology & Neuroscience,-5.8338730000000005,4.743627,Psychology & Neuroscience,green,110,1.6283783783783785,0.7027027027027029
130,brain-computer-interface,19,Psychology & Neuroscience,1.2799236,2.0853523999999997,Psychology & Neuroscience,green,111,1.625,0.7
131,lateralization,19,Psychology & Neuroscience,10.375226,8.102925,Psychology & Neuroscience,green,112,1.6216216216216215,0.6972972972972974
132,parenting,19,Psychology & Neuroscience,4.486571,-4.8025139999999995,Psychology & Neuroscience,green,113,1.6182432432432432,0.6945945945945946
133,sensory-perception,18,Psychology & Neuroscience,1.4063728000000002,0.5193466,Psychology & Neuroscience,green,114,1.614864864864865,0.6918918918918919
134,aspergers,18,Psychology & Neuroscience,1.9101769,-2.800592,Psychology & Neuroscience,green,115,1.6114864864864864,0.6891891891891893
135,self,18,Psychology & Neuroscience,-9.586656,3.0803325,Psychology & Neuroscience,green,116,1.6081081081081081,0.6864864864864866
140,sociology,17,Psychology & Neuroscience,-2.3456562,14.931968,Psychology & Neuroscience,green,117,1.6047297297297298,0.6837837837837839
144,moral-psychology,17,Psychology & Neuroscience,-0.82226145,1.6940453999999998,Psychology & Neuroscience,green,118,1.6013513513513513,0.6810810810810811
143,brain-injury,17,Psychology & Neuroscience,1.3068007,5.3342514,Psychology & Neuroscience,green,119,1.597972972972973,0.6783783783783783
141,empathy,17,Psychology & Neuroscience,-10.719727,2.580686,Psychology & Neuroscience,green,120,1.5945945945945947,0.6756756756756757
142,love,17,Psychology & Neuroscience,-9.358728,3.413235,Psychology & Neuroscience,green,121,1.5912162162162162,0.672972972972973
139,concentration,17,Psychology & Neuroscience,-1.0545495,-3.3825703000000003,Psychology & Neuroscience,green,122,1.5878378378378377,0.6702702702702703
137,thought,17,Psychology & Neuroscience,-7.963995,4.909979,Psychology & Neuroscience,green,123,1.5844594594594594,0.6675675675675676
136,game-theory,17,Psychology & Neuroscience,8.297378,1.6786987,Psychology & Neuroscience,green,124,1.5810810810810811,0.6648648648648648
138,aging,17,Psychology & Neuroscience,2.7086723,-3.5666327000000004,Psychology & Neuroscience,green,125,1.5777027027027026,0.6621621621621623
148,nature-nurture,16,Psychology & Neuroscience,-3.870397,1.1053091,Psychology & Neuroscience,green,126,1.5743243243243243,0.6594594594594595
151,self-control,16,Psychology & Neuroscience,-6.054560700000001,-5.009105,Psychology & Neuroscience,green,127,1.570945945945946,0.6567567567567568
152,correlation,16,Psychology & Neuroscience,2.1917825,-5.7020025,Psychology & Neuroscience,green,128,1.5675675675675675,0.654054054054054
147,feeding,16,Psychology & Neuroscience,4.4653497,-4.1329080000000005,Psychology & Neuroscience,green,129,1.564189189189189,0.6513513513513514
146,jung,16,Psychology & Neuroscience,-5.5191865,13.450277,Psychology & Neuroscience,green,130,1.560810810810811,0.6486486486486487
145,training,16,Psychology & Neuroscience,-16.123932,3.6623628,Psychology & Neuroscience,green,131,1.5574324324324325,0.645945945945946
154,political-psychology,15,Psychology & Neuroscience,-0.6456798,1.1590044,Psychology & Neuroscience,green,132,1.554054054054054,0.6432432432432433
155,video-games,15,Psychology & Neuroscience,-1.7535166000000002,-1.0743181999999998,Psychology & Neuroscience,green,133,1.5506756756756757,0.6405405405405405
156,dopamine,15,Psychology & Neuroscience,12.245871000000001,12.122351,Psychology & Neuroscience,green,134,1.5472972972972974,0.6378378378378378
158,cognitive-development,15,Psychology & Neuroscience,-0.5020162,2.1806777000000004,Psychology & Neuroscience,green,135,1.5439189189189189,0.6351351351351352
159,attitudes,15,Psychology & Neuroscience,-11.992631,9.641883,Psychology & Neuroscience,green,136,1.5405405405405406,0.6324324324324324
160,recognition,14,Psychology & Neuroscience,-15.280180999999999,8.311896,Psychology & Neuroscience,green,137,1.5371621621621623,0.6297297297297297
163,therapy,14,Psychology & Neuroscience,-10.304378999999999,-12.951725999999999,Psychology & Neuroscience,green,138,1.5337837837837838,0.6270270270270271
164,religion,14,Psychology & Neuroscience,-5.2009096,7.933909,Psychology & Neuroscience,green,139,1.5304054054054053,0.6243243243243244
172,habituation,13,Psychology & Neuroscience,5.0460157,10.018112,Psychology & Neuroscience,green,140,1.527027027027027,0.6216216216216217
170,connectionism,13,Psychology & Neuroscience,-3.4819025999999997,4.1310167,Psychology & Neuroscience,green,141,1.5236486486486487,0.6189189189189189
173,exercise,13,Psychology & Neuroscience,1.9784415000000002,9.195732000000001,Psychology & Neuroscience,green,142,1.5202702702702702,0.6162162162162163
171,ptsd,13,Psychology & Neuroscience,11.068563000000001,-11.458179,Psychology & Neuroscience,green,143,1.5168918918918919,0.6135135135135135
174,writing,13,Psychology & Neuroscience,-16.335054,-1.3229921,Psychology & Neuroscience,green,144,1.5135135135135136,0.6108108108108108
169,reward,13,Psychology & Neuroscience,2.6711915,10.456032,Psychology & Neuroscience,green,145,1.510135135135135,0.6081081081081081
167,self-discipline,13,Psychology & Neuroscience,-9.196114,6.3755364000000005,Psychology & Neuroscience,green,146,1.5067567567567568,0.6054054054054054
166,phobia,13,Psychology & Neuroscience,-2.2546847000000003,-9.825186,Psychology & Neuroscience,green,147,1.5033783783783785,0.6027027027027028
168,bayesian,13,Psychology & Neuroscience,9.777479,2.0741127,Psychology & Neuroscience,green,148,1.5,0.6000000000000001
176,validation,12,Psychology & Neuroscience,15.552919000000001,-0.42301288,Psychology & Neuroscience,green,149,1.4966216216216215,0.5972972972972974
177,analysis,12,Psychology & Neuroscience,0.21100037,-14.672981,Psychology & Neuroscience,green,150,1.4932432432432432,0.5945945945945946
178,humour,12,Psychology & Neuroscience,-9.827886,-0.89219815,Psychology & Neuroscience,green,151,1.489864864864865,0.5918918918918918
179,deception,12,Psychology & Neuroscience,-8.723833,-0.7131112,Psychology & Neuroscience,green,152,1.4864864864864864,0.5891891891891892
180,cognition,12,Psychology & Neuroscience,-12.674449000000001,0.041570645,Psychology & Neuroscience,green,153,1.4831081081081081,0.5864864864864865
187,social-cognition,11,Psychology & Neuroscience,-4.196451000000001,-0.69761914,Psychology & Neuroscience,green,154,1.4797297297297298,0.5837837837837838
193,synesthesia,11,Psychology & Neuroscience,-8.605038,-5.7228074,Psychology & Neuroscience,green,155,1.4763513513513513,0.5810810810810811
192,psychosis,11,Psychology & Neuroscience,11.869091000000001,-10.467349,Psychology & Neuroscience,green,156,1.472972972972973,0.5783783783783785
190,neuropsychology,11,Psychology & Neuroscience,5.1545195999999995,-12.546525,Psychology & Neuroscience,green,157,1.4695945945945945,0.5756756756756757
188,introversion,11,Psychology & Neuroscience,-3.928889,-6.188288,Psychology & Neuroscience,green,158,1.4662162162162162,0.572972972972973
191,drugs,11,Psychology & Neuroscience,-6.4156303,-14.703001,Psychology & Neuroscience,green,159,1.4628378378378377,0.5702702702702703
186,spm,11,Psychology & Neuroscience,0.9715565,-4.90986,Psychology & Neuroscience,green,160,1.4594594594594594,0.5675675675675675
181,arousal,11,Psychology & Neuroscience,-6.125285,-7.339003,Psychology & Neuroscience,green,161,1.4560810810810811,0.5648648648648649
184,task-analysis,11,Psychology & Neuroscience,-1.421429,3.7464902,Psychology & Neuroscience,green,162,1.4527027027027026,0.5621621621621622
182,expertise,11,Psychology & Neuroscience,-15.07554,4.1655583,Psychology & Neuroscience,green,163,1.4493243243243243,0.5594594594594595
185,spa,11,Psychology & Neuroscience,0.06414805,5.6585665,Psychology & Neuroscience,green,164,1.445945945945946,0.5567567567567568
199,semantic-memory,10,Psychology & Neuroscience,2.4179256000000002,-1.7536976000000002,Psychology & Neuroscience,green,165,1.4425675675675675,0.5540540540540542
203,alcohol,10,Psychology & Neuroscience,1.4299051999999999,12.273533,Psychology & Neuroscience,green,166,1.4391891891891893,0.5513513513513514
202,cognitive-dissonance,10,Psychology & Neuroscience,1.4974261999999998,-0.3123232,Psychology & Neuroscience,green,167,1.4358108108108107,0.5486486486486486
201,social-desirability,10,Psychology & Neuroscience,2.4690607000000004,2.3699498,Psychology & Neuroscience,green,168,1.4324324324324325,0.5459459459459459
200,aggression,10,Psychology & Neuroscience,-7.3928614,10.404418,Psychology & Neuroscience,green,169,1.429054054054054,0.5432432432432432
198,positive-thinking,10,Psychology & Neuroscience,1.0499114,1.6200169,Psychology & Neuroscience,green,170,1.4256756756756757,0.5405405405405406
197,intuition,10,Psychology & Neuroscience,-7.098165,6.1015697,Psychology & Neuroscience,green,171,1.4222972972972974,0.5378378378378379
196,categorisation,10,Psychology & Neuroscience,5.4235597,3.4773486000000005,Psychology & Neuroscience,green,172,1.4189189189189189,0.5351351351351352
195,ideation,10,Psychology & Neuroscience,-8.79014,11.905696,Psychology & Neuroscience,green,173,1.4155405405405406,0.5324324324324325
194,serotonin,10,Psychology & Neuroscience,12.276135,12.168039,Psychology & Neuroscience,green,174,1.4121621621621623,0.5297297297297298
213,executive-function,9,Psychology & Neuroscience,4.153773999999999,-2.0676665,Psychology & Neuroscience,green,175,1.4087837837837838,0.5270270270270271
208,anthropology,9,Psychology & Neuroscience,-2.551806,14.498270999999999,Psychology & Neuroscience,green,176,1.4054054054054055,0.5243243243243243
210,social-neuroscience,9,Psychology & Neuroscience,-1.5273133999999997,1.5051411,Psychology & Neuroscience,green,177,1.402027027027027,0.5216216216216216
209,priming,9,Psychology & Neuroscience,7.1381564,12.389773,Psychology & Neuroscience,green,178,1.3986486486486487,0.518918918918919
211,big-five,9,Psychology & Neuroscience,-2.799716,-4.2710795,Psychology & Neuroscience,green,179,1.3952702702702702,0.5162162162162163
207,preferences,9,Psychology & Neuroscience,-11.51228,9.901189,Psychology & Neuroscience,green,180,1.3918918918918919,0.5135135135135136
204,neuro-transmitters,9,Psychology & Neuroscience,-0.9768045,0.51566595,Psychology & Neuroscience,green,181,1.3885135135135136,0.5108108108108108
206,procedural-memory,9,Psychology & Neuroscience,0.73708487,1.0757626,Psychology & Neuroscience,green,182,1.385135135135135,0.5081081081081081
205,confidence,9,Psychology & Neuroscience,-14.976317000000002,4.729293,Psychology & Neuroscience,green,183,1.3817567567567568,0.5054054054054055
224,stimulation,8,Psychology & Neuroscience,5.1684265,15.803985,Psychology & Neuroscience,green,184,1.3783783783783785,0.5027027027027027
230,untagged,8,Psychology & Neuroscience,-0.07064713,-2.0894399,Psychology & Neuroscience,green,185,1.375,0.5
229,sampling,8,Psychology & Neuroscience,7.471682,-1.1372645000000001,Psychology & Neuroscience,green,186,1.3716216216216215,0.4972972972972973
228,automaticity,8,Psychology & Neuroscience,-8.346074,-3.8117517999999997,Psychology & Neuroscience,green,187,1.3682432432432432,0.4945945945945946
227,dynamic-systems,8,Psychology & Neuroscience,-1.9822667,2.6549902000000003,Psychology & Neuroscience,green,188,1.364864864864865,0.4918918918918919
226,placebo,8,Psychology & Neuroscience,-7.32863,-14.024754999999999,Psychology & Neuroscience,green,189,1.3614864864864864,0.48918918918918924
216,mbti,8,Psychology & Neuroscience,-1.1167455,7.746246000000001,Psychology & Neuroscience,green,190,1.3581081081081081,0.4864864864864865
225,procrastination,8,Psychology & Neuroscience,-12.522329,2.1084709999999998,Psychology & Neuroscience,green,191,1.3547297297297298,0.4837837837837838
222,episodic-memory,8,Psychology & Neuroscience,3.3494785000000005,-2.218436,Psychology & Neuroscience,green,192,1.3513513513513513,0.4810810810810811
220,attribution,8,Psychology & Neuroscience,-8.671876,0.40173706,Psychology & Neuroscience,green,193,1.347972972972973,0.47837837837837843
219,leadership,8,Psychology & Neuroscience,-13.449176999999999,4.0854893,Psychology & Neuroscience,green,194,1.3445945945945945,0.4756756756756757
218,synchronization,8,Psychology & Neuroscience,8.880483,-3.3640766,Psychology & Neuroscience,green,195,1.3412162162162162,0.472972972972973
217,neurogenesis,8,Psychology & Neuroscience,12.168687,9.534130000000001,Psychology & Neuroscience,green,196,1.3378378378378377,0.4702702702702703
223,norms,8,Psychology & Neuroscience,-11.104326,7.740377400000001,Psychology & Neuroscience,green,197,1.3344594594594594,0.46756756756756757
235,persuasion,7,Psychology & Neuroscience,-9.017496000000001,-0.5890518,Psychology & Neuroscience,green,198,1.3310810810810811,0.4648648648648649
238,attraction,7,Psychology & Neuroscience,-9.830764,9.89953,Psychology & Neuroscience,green,199,1.3277027027027026,0.4621621621621622
236,extroversion,7,Psychology & Neuroscience,-3.9043400000000004,-6.267792,Psychology & Neuroscience,green,200,1.3243243243243243,0.4594594594594595
234,cognitive,7,Psychology & Neuroscience,-12.775464,-0.75542337,Psychology & Neuroscience,green,201,1.320945945945946,0.45675675675675675
232,reliability,7,Psychology & Neuroscience,15.713773999999999,-0.43428859999999997,Psychology & Neuroscience,green,202,1.3175675675675675,0.4540540540540541
231,cross-modal,7,Psychology & Neuroscience,-8.608816000000001,-4.998368,Psychology & Neuroscience,green,203,1.3141891891891893,0.4513513513513514
245,psychoacoustics,6,Psychology & Neuroscience,-2.7187395,-1.4932163,Psychology & Neuroscience,green,204,1.3108108108108107,0.44864864864864873
