,tag,count,class,tsne_0,tsne_1
0,macroeconomics,1238,Economics,12.270044,5.6446314
1,microeconomics,1029,Economics,12.267544,5.6419044
0,cognitive-psychology,925,Psychology & Neuroscience,1.2221243,5.726158
1,social-psychology,581,Psychology & Neuroscience,2.277125,1.5798024
2,neuroscience,534,Psychology & Neuroscience,-7.4813333,-11.824926
2,econometrics,456,Economics,-14.137017,-6.293023
3,cognitive-neuroscience,350,Psychology & Neuroscience,-0.07703279,4.811488
4,perception,347,Psychology & Neuroscience,10.129956,9.898117
5,emotion,306,Psychology & Neuroscience,5.83635,15.261326
6,learning,292,Psychology & Neuroscience,0.11174436,-11.780152
5,game-theory,288,Economics,-11.1915245,-1.5861769
7,memory,278,Psychology & Neuroscience,6.2770424,3.3402677
8,measurement,275,Psychology & Neuroscience,16.250517,0.16278774
10,personality,262,Psychology & Neuroscience,7.3117633,15.267338
6,utility,246,Economics,-19.369167,4.6337256
12,terminology,218,Psychology & Neuroscience,6.03622,-20.433651
13,methodology,217,Psychology & Neuroscience,7.127203,-19.868341
7,inflation,216,Economics,-13.95104,7.516733
8,supply-and-demand,215,Economics,-9.627157,4.1351395
16,vision,199,Psychology & Neuroscience,10.39305,8.335894
10,gdp,192,Economics,-14.205891,6.9364347
11,consumer-theory,187,Economics,-4.125877,0.94109887
12,finance,181,Economics,-12.925091,12.306026
17,intelligence,180,Psychology & Neuroscience,9.1622095,14.804513
13,currency,179,Economics,-12.994529,10.121446
14,monetary-policy,178,Economics,-10.129187,6.80408
16,economic-growth,170,Economics,-4.0018005,6.978812
15,interest-rate,170,Economics,-13.61608,8.619447
19,motivation,160,Psychology & Neuroscience,7.4235716,13.540668
17,international-trade,158,Economics,-4.716246,3.8656795
19,elasticity,130,Economics,-9.053692,10.9468155
20,taxation,127,Economics,-10.429806,13.012063
21,stock-market,124,Economics,-11.143651,7.921911
22,banking,123,Economics,-13.61274,11.880557
24,money-supply,120,Economics,-7.282497,4.241585
22,eeg,119,Psychology & Neuroscience,-10.41044,-14.808988
25,preferences,119,Economics,13.0063305,11.420357
23,decision-making,116,Psychology & Neuroscience,-9.345502,-2.9725769
26,production-function,113,Economics,-8.760282,4.010636
24,sleep,113,Psychology & Neuroscience,4.8795033,17.53602
25,consciousness,113,Psychology & Neuroscience,9.871915,9.809166
26,clinical-psychology,112,Psychology & Neuroscience,-1.5924816,4.789296
27,bias,111,Psychology & Neuroscience,-14.490908,2.5579624
28,neural-network,110,Psychology & Neuroscience,-10.357703,-1.3493536
29,language,107,Psychology & Neuroscience,19.853937,-5.100963
30,statistics,104,Psychology & Neuroscience,-16.261127,-9.193315
28,general-equilibrium,104,Economics,-13.6612215,-0.82035035
31,test,101,Psychology & Neuroscience,17.011988,1.0793178
29,statistics,97,Economics,-16.261494,-9.192774
32,dreams,96,Psychology & Neuroscience,6.395879,9.116951
33,performance,94,Psychology & Neuroscience,13.535182,16.292046
30,time-series,94,Economics,-18.241756,14.001338
31,international-economics,93,Economics,-0.48381236,3.3865833
34,neurophysiology,92,Psychology & Neuroscience,-9.249483,-12.443831
32,central-banking,92,Economics,-2.54136,4.701389
34,investment,90,Economics,-12.13115,12.247279
35,psychiatry,86,Psychology & Neuroscience,6.315047,5.3635135
36,money,84,Economics,-11.260762,9.563564
37,regression,81,Economics,-18.768478,14.979905
36,neuroimaging,81,Psychology & Neuroscience,-9.514221,-13.847816
38,debt,81,Economics,-12.073588,10.952089
38,psychology,78,Psychology & Neuroscience,8.199682,5.3138847
40,optimization,78,Economics,14.980111,-4.704011
41,attention,75,Psychology & Neuroscience,-2.6743348,-13.947144
42,sexuality,74,Psychology & Neuroscience,3.7901297,6.8989
43,depression,72,Psychology & Neuroscience,1.1740365,17.530453
43,monopoly,72,Economics,-17.225117,0.041143663
44,markets,72,Economics,-18.57278,9.449423
45,asset-pricing,71,Economics,-13.418337,-0.47581866
45,neuroanatomy,67,Psychology & Neuroscience,-9.598187,-12.30939
46,unemployment,67,Economics,-9.267855,15.617798
44,behaviorism,67,Psychology & Neuroscience,-3.7652783,-6.0166183
47,behavioral-economics,66,Economics,-5.4221907,0.65644
46,sensation,65,Psychology & Neuroscience,4.1539226,13.821701
48,inequality,64,Economics,-9.276564,16.263002
48,evolution,63,Psychology & Neuroscience,1.916565,-5.059951
47,behavior,63,Psychology & Neuroscience,13.11252,11.372477
49,nash-equilibrium,62,Economics,-9.234005,1.1131501
50,self-study,61,Economics,0.11730167,-9.703392
51,decision-theory,58,Economics,-7.10694,1.4611871
49,fmri,57,Psychology & Neuroscience,-10.307431,-14.7774725
50,physiology,57,Psychology & Neuroscience,-9.5328865,-11.342195
52,expected-utility,57,Economics,-12.014785,2.9741802
53,price,57,Economics,-16.05425,7.446853
56,cost,56,Economics,-17.830025,5.012946
55,pareto-efficiency,56,Economics,-7.4827447,4.791735
51,motor,55,Psychology & Neuroscience,6.8636045,2.0309725
57,wages,55,Economics,-8.870536,14.238763
52,working-memory,53,Psychology & Neuroscience,5.940696,2.84106
53,communication,53,Psychology & Neuroscience,12.601302,-6.5982037
58,bonds,53,Economics,-11.759579,10.687278
54,well-being,51,Psychology & Neuroscience,5.5723257,12.891882
59,competition,51,Economics,-17.754658,0.40941453
55,reading,50,Psychology & Neuroscience,20.84651,-4.253571
56,iq,50,Psychology & Neuroscience,9.671571,14.993991
60,auctions,49,Economics,-17.968195,8.079992
63,corporate-finance,48,Economics,-2.848409,3.299306
62,political-economy,48,Economics,-12.169563,-1.1335015
65,risk,47,Economics,-16.368471,3.79422
64,theory,47,Economics,-10.421735,-5.0540295
57,animal-cognition,47,Psychology & Neuroscience,0.059136216,1.1828326
58,linguistics,47,Psychology & Neuroscience,9.702508,5.2311535
59,stress,47,Psychology & Neuroscience,2.6336212,15.525551
66,value,47,Economics,-19.235071,4.6856165
60,brain-training,46,Psychology & Neuroscience,-0.98064464,5.8487506
61,software,46,Psychology & Neuroscience,16.003096,-9.468698
62,problem-solving,46,Psychology & Neuroscience,-0.41645068,-11.548534
63,long-term-memory,46,Psychology & Neuroscience,2.0763302,4.304541
64,psychopharmacology,45,Psychology & Neuroscience,-7.430717,-9.357143
68,competitive-equilibrium,44,Economics,-2.431983,2.4465444
69,productivity,44,Economics,-8.731409,14.037401
67,government,44,Economics,-13.835639,13.367075
70,fiscal-policy,44,Economics,-3.6988597,9.450293
71,consumption,43,Economics,-5.834818,14.881083
67,music,42,Psychology & Neuroscience,6.7047324,-15.38049
66,psychophysics,42,Psychology & Neuroscience,-8.240797,-13.14699
72,pricing,41,Economics,-16.487534,7.6035833
68,artificial-intelligence,40,Psychology & Neuroscience,0.17901829,0.019149145
69,hearing,39,Psychology & Neuroscience,4.6473107,-16.257702
70,brain,39,Psychology & Neuroscience,-11.308539,-12.07684
73,creativity,38,Psychology & Neuroscience,7.6631236,14.053176
71,conditioning,38,Psychology & Neuroscience,2.9096768,-11.632078
72,neurology,38,Psychology & Neuroscience,-7.4084544,-9.306948
82,probability,37,Economics,-19.327478,4.0208645
81,history,37,Economics,-1.391664,-4.883348
80,housing,37,Economics,-6.78217,9.8955145
79,social-welfare,37,Economics,-7.0533204,-0.7152002
78,price-level,37,Economics,-12.898904,8.00243
76,addiction,36,Psychology & Neuroscience,-5.5358443,-7.06723
84,terminology,36,Economics,6.0359955,-20.435432
75,data,36,Psychology & Neuroscience,18.80356,-11.936971
82,color,35,Psychology & Neuroscience,0.7898441,-16.746016
81,internet,35,Psychology & Neuroscience,17.885536,-18.022635
80,adhd,35,Psychology & Neuroscience,-0.3436066,18.421371
79,survey,35,Psychology & Neuroscience,-0.01696953,-7.2916255
85,risk-aversion,35,Economics,-15.060508,4.048562
86,commodities,35,Economics,-18.210558,9.773072
89,environmental-economics,34,Economics,-3.2835329,4.11104
83,human-factors,34,Psychology & Neuroscience,-3.2751443,-0.42783114
87,unconscious,33,Psychology & Neuroscience,8.31002,10.498022
86,reaction-time,33,Psychology & Neuroscience,-13.545992,2.0082252
84,anxiety,33,Psychology & Neuroscience,3.4024997,17.798426
85,electrophysiology,33,Psychology & Neuroscience,-9.647325,-12.813019
90,accounting,33,Economics,-10.831074,6.321371
88,eye-movement,32,Psychology & Neuroscience,5.4165697,-1.1974888
92,profit-maximization,31,Economics,-11.422534,-2.4290469
93,usa,31,Economics,-1.7486467,-3.3153796
94,cobb-douglas,31,Economics,-15.046387,-3.379093
89,autism,30,Psychology & Neuroscience,-0.44764528,18.669765
95,uncertainty,30,Economics,-15.608495,3.7323444
96,technology,30,Economics,11.408308,-5.175721
90,consumer-psychology,30,Psychology & Neuroscience,-4.17796,2.8048592
92,signal-detection,29,Psychology & Neuroscience,-12.800037,1.7076789
93,schizophrenia,29,Psychology & Neuroscience,-0.5518274,18.06182
96,meditation,29,Psychology & Neuroscience,-3.7545528,-9.924125
91,sex-differences,29,Psychology & Neuroscience,0.4915252,6.2111945
94,reinforcement-learning,29,Psychology & Neuroscience,6.092667,-0.042587105
97,externalities,29,Economics,-18.39348,0.9717265
98,deflation,29,Economics,-12.170592,8.2829485
99,dynamic-programming,29,Economics,-4.6292067,-0.6301345
101,price-theory,28,Economics,-2.1331947,3.975881
100,poverty,28,Economics,-9.271342,16.204681
98,audition,28,Psychology & Neuroscience,2.6358767,-10.692213
99,fear,28,Psychology & Neuroscience,3.964927,15.402569
100,genetics,28,Psychology & Neuroscience,-8.842995,-11.485582
101,time,28,Psychology & Neuroscience,9.423753,2.3244286
104,paneldata,27,Economics,-5.7886825,2.6165907
105,stata,27,Economics,9.657699,-14.948542
102,pain,27,Psychology & Neuroscience,2.6326323,15.578562
105,plasticity,26,Psychology & Neuroscience,16.17382,5.2420177
107,balance-of-trade,26,Economics,-0.18561833,4.0748234
108,software,26,Economics,16.003094,-9.467973
103,economics,26,Psychology & Neuroscience,11.353796,5.291925
104,language-processing,26,Psychology & Neuroscience,5.080783,1.590401
106,dynamic-optimization,26,Economics,-4.5835323,2.0463414
112,computation,25,Economics,14.737304,-4.477764
114,asymmetric-information,25,Economics,-8.894286,2.525403
110,positive-psychology,25,Psychology & Neuroscience,1.1375282,1.7268782
108,health-psychology,25,Psychology & Neuroscience,-1.482898,3.2367349
107,gender,25,Psychology & Neuroscience,3.6530845,7.2063823
106,visualization,25,Psychology & Neuroscience,8.803293,-13.450894
111,saving,25,Economics,-5.8534145,14.86758
113,efficient-markets,25,Economics,-3.0261474,1.3453426
112,psychoanalysis,24,Psychology & Neuroscience,6.983552,7.44667
111,rationality,24,Psychology & Neuroscience,-10.826883,-4.3993587
116,energy-economics,24,Economics,-0.25007787,2.276128
117,dsge,24,Economics,-14.455948,-0.55480623
118,business-cycles,24,Economics,-3.2932835,5.463216
124,marxism,23,Economics,-3.400456,-6.081155
118,short-term-memory,23,Psychology & Neuroscience,2.2355306,3.6570926
119,social-choice,23,Economics,-6.940632,-0.2242258
121,foreign-exchange,23,Economics,-9.992664,7.988758
122,profits,23,Economics,-18.091127,5.6959057
113,hypnosis,23,Psychology & Neuroscience,-3.8409433,-9.97307
114,speech,23,Psychology & Neuroscience,4.847851,-16.166788
116,mood,23,Psychology & Neuroscience,4.462733,17.399681
117,gamification,23,Psychology & Neuroscience,10.93262,-6.526347
125,consumer-surplus,23,Economics,-2.1580226,3.476816
123,regulation,23,Economics,-3.8249168,-2.3927896
119,metacognition,22,Psychology & Neuroscience,7.507034,14.210966
127,minimum-wage,22,Economics,-6.2624063,8.935612
120,social-networks,22,Psychology & Neuroscience,-2.1852555,5.475335
122,nef,22,Psychology & Neuroscience,0.70390373,-4.7476244
121,behavioral-economics,22,Psychology & Neuroscience,-5.4224453,0.65613353
123,perceptual-learning,21,Psychology & Neuroscience,3.2348452,2.6389396
131,mechanism-design,21,Economics,-5.929455,1.6212106
130,free-trade,21,Economics,-9.108472,6.8522153
129,firm,21,Economics,-12.772859,13.934029
124,personality-disorder,21,Psychology & Neuroscience,-0.9525585,6.9849424
128,government-spending,21,Economics,-6.0407333,7.4654446
133,law,21,Economics,-8.0000925,-6.161632
136,search-and-matching,20,Economics,-9.695994,2.9630783
137,welfare,20,Economics,-7.3711443,11.064232
138,resource-economics,20,Economics,-2.0836625,2.716672
135,national-accounts,20,Economics,0.58107257,3.6135309
129,signal-processing,20,Psychology & Neuroscience,8.239686,-3.605305
128,hallucinations,20,Psychology & Neuroscience,-1.356743,17.322956
127,hci,20,Psychology & Neuroscience,11.266216,-6.482496
126,aesthetics,20,Psychology & Neuroscience,-4.914926,-4.662845
139,portfolio-theory,20,Economics,-3.1854289,2.962073
140,development,19,Economics,8.205949,-1.4231598
141,steady-state,19,Economics,-9.811015,0.7131478
142,marginal,19,Economics,-9.214618,11.455035
131,lateralization,19,Psychology & Neuroscience,16.000195,5.0778375
130,brain-computer-interface,19,Psychology & Neuroscience,-3.1389916,2.0891922
132,parenting,19,Psychology & Neuroscience,2.8200974,11.669381
146,micro-data,18,Economics,18.569927,-11.856445
135,self,18,Psychology & Neuroscience,7.230637,11.068349
134,aspergers,18,Psychology & Neuroscience,0.79990256,7.5896444
133,sensory-perception,18,Psychology & Neuroscience,-2.3904881,0.8235987
145,solow,18,Economics,-14.768681,-2.0196621
143,united-states,18,Economics,-4.14031,5.280641
148,agriculture,17,Economics,-17.567448,11.102013
149,long-run,17,Economics,-13.596214,6.908554
147,oligopoly,17,Economics,-16.877537,-0.18434314
150,basic-income,17,Economics,-0.6727446,2.930061
151,marketing,17,Economics,-11.353136,-7.46715
152,capital,17,Economics,-11.004389,12.090271
144,moral-psychology,17,Psychology & Neuroscience,-1.2259737,2.92386
142,love,17,Psychology & Neuroscience,6.8998547,10.604119
141,empathy,17,Psychology & Neuroscience,6.375875,13.716901
140,sociology,17,Psychology & Neuroscience,-2.518102,-6.2530613
139,concentration,17,Psychology & Neuroscience,0.40690044,9.612561
136,game-theory,17,Psychology & Neuroscience,-11.191647,-1.5861886
137,thought,17,Psychology & Neuroscience,9.362371,9.876393
143,brain-injury,17,Psychology & Neuroscience,-1.824809,-0.18808284
138,aging,17,Psychology & Neuroscience,1.635681,8.684992
157,options-pricing,16,Economics,-4.826422,3.0850449
155,rbc,16,Economics,3.9302063,-0.20201747
148,nature-nurture,16,Psychology & Neuroscience,1.8965726,6.018206
147,feeding,16,Psychology & Neuroscience,2.5724263,11.270087
146,jung,16,Psychology & Neuroscience,6.851868,7.9365387
145,training,16,Psychology & Neuroscience,0.18683453,-9.867319
151,self-control,16,Psychology & Neuroscience,6.387262,13.796131
156,repeated-games,16,Economics,-2.6617563,3.6860619
152,correlation,16,Psychology & Neuroscience,-13.073069,4.8982277
158,optimal-control,16,Economics,-8.328458,1.0568769
159,continuous-time,16,Economics,-10.778205,-0.032763436
160,research,16,Economics,2.3433743,-13.7527895
161,labor-cost,16,Economics,-5.152267,7.5432625
162,oil,16,Economics,-16.605436,11.150519
163,instrumental-variable,16,Economics,-11.115524,1.5384527
159,attitudes,15,Psychology & Neuroscience,12.39638,11.706122
158,cognitive-development,15,Psychology & Neuroscience,-1.336138,4.350163
154,political-psychology,15,Psychology & Neuroscience,-1.5491,3.8228226
155,video-games,15,Psychology & Neuroscience,1.3873767,-1.6002011
156,dopamine,15,Psychology & Neuroscience,-11.676117,-11.931902
164,r,15,Economics,-5.377828,-18.469568
165,definition,15,Economics,6.453926,-20.47148
166,simulations,15,Economics,5.319524,-13.4687
167,price-discrimination,15,Economics,-5.272189,5.0773144
164,religion,14,Psychology & Neuroscience,-3.242971,-4.197214
169,wealth,14,Economics,-9.633783,12.342784
160,recognition,14,Psychology & Neuroscience,-2.30828,-13.519748
163,therapy,14,Psychology & Neuroscience,-4.2562075,-10.355314
171,property,14,Economics,-7.4421706,-4.657408
170,public-goods,14,Economics,-7.8171973,-0.33329684
166,phobia,13,Psychology & Neuroscience,3.1988456,18.206612
177,default,13,Economics,-14.197921,9.021253
173,austrian,13,Economics,-1.1909599,-3.1280212
175,information,13,Economics,18.187914,-13.682531
176,monopolistic-competition,13,Economics,-8.2729,2.8464942
178,input-output,13,Economics,-13.345841,-3.044764
179,bitcoin,13,Economics,-10.327821,8.859646
180,leontief,13,Economics,-14.563713,-2.9680629
167,self-discipline,13,Psychology & Neuroscience,-3.4497824,-2.2459025
174,writing,13,Psychology & Neuroscience,20.386768,-4.5848727
173,exercise,13,Psychology & Neuroscience,-1.6001599,-8.657654
172,habituation,13,Psychology & Neuroscience,2.8693678,-11.235458
171,ptsd,13,Psychology & Neuroscience,1.0426124,17.632826
170,connectionism,13,Psychology & Neuroscience,-5.218949,-5.664799
169,reward,13,Psychology & Neuroscience,0.1783763,12.356623
168,bayesian,13,Psychology & Neuroscience,-11.728772,0.5633358
183,opportunity-cost,12,Economics,-11.063097,3.18013
182,fixed-effects,12,Economics,-18.562935,14.582638
184,experimental-economics,12,Economics,-1.7784199,1.6917841
186,causality,12,Economics,-13.067967,5.233205
187,optimal-taxation,12,Economics,-7.1086597,2.5703616
188,balance-of-payments,12,Economics,-10.324398,4.5886707
176,validation,12,Psychology & Neuroscience,-1.5044171,9.213456
